blk_no,street,bldg_contract_town,lat,lon,postal,full_address
177,YUNG SHENG RD,JW,1.333320452,103.7213087,610177,177 YUNG SHENG ROAD CORPORATION SPRING SINGAPORE 610177
178,ANG MO KIO AVE 4,AMK,1.376193199,103.8370382,560178,178 ANG MO KIO AVENUE 4 KEBUN BARU LINK 2 SINGAPORE 560178
178,BISHAN ST 13,BH,1.348127431,103.8523303,570178,178 BISHAN STREET 13 SINGAPORE 570178
178,BOON LAY DR,JW,1.347312454,103.7088041,640178,178 BOON LAY DRIVE BOON LAY GREEN SINGAPORE 640178
178,BT BATOK WEST AVE 8,BB,1.346054606,103.7426059,650178,178 BUKIT BATOK WEST AVENUE 8 SINGAPORE 650178
178,EDGEFIELD PLAINS,PG,1.399406544,103.908431,820178,178 EDGEFIELD PLAINS SINGAPORE 820178
178,LOMPANG RD,BP,1.380233812,103.7648155,670178,178 LOMPANG ROAD SINGAPORE 670178
178,TOA PAYOH CTRL,TP,1.333580258,103.8492645,310178,178 TOA PAYOH CENTRAL TOA PAYOH CENTRAL SINGAPORE 310178
178,WOODLANDS ST 13,WL,1.434640806,103.77767,730178,178 WOODLANDS STREET 13 SINGAPORE 730178
178,YUNG SHENG RD,JW,1.333236534,103.7208424,610178,178 YUNG SHENG ROAD CORPORATION SPRING SINGAPORE 610178
178A,HOUGANG ST 12,HG,1.347035057,103.8880437,531178,178A HOUGANG STREET 12 HOUGANG CITRINE SINGAPORE 531178
178A,RIVERVALE CRES,SK,1.388973236,103.9096516,541178,178A RIVERVALE CRESCENT E-BRIDGE PRE-SCHOOL PTE. LTD. SINGAPORE 541178
178B,HOUGANG ST 12,HG,1.347199594,103.8888806,532178,178B HOUGANG STREET 12 HOUGANG CITRINE SINGAPORE 532178
178B,RIVERVALE CRES,SK,1.388546893,103.910034,542178,178B RIVERVALE CRESCENT RIVERVALE ARC SINGAPORE 542178
178C,HOUGANG ST 12,HG,1.347272219,103.8893696,533178,178C HOUGANG STREET 12 HOUGANG CITRINE SINGAPORE 533178
178C,RIVERVALE CRES,SK,1.388732701,103.9106605,543178,178C RIVERVALE CRESCENT RIVERVALE ARC SINGAPORE 543178
178D,RIVERVALE CRES,SK,1.389040794,103.9107188,544178,178D RIVERVALE CRESCENT RIVERVALE ARC SINGAPORE 544178
179,ANG MO KIO AVE 5,AMK,1.376904181,103.8362181,560179,179 ANG MO KIO AVENUE 5 KEBUN BARU LINK 2 SINGAPORE 560179
179,BISHAN ST 13,BH,1.348608312,103.8518433,570179,179 BISHAN STREET 13 SINGAPORE 570179
179,BOON LAY DR,JW,1.347033955,103.7089855,640179,179 BOON LAY DRIVE BOON LAY GREEN SINGAPORE 640179
179,BT BATOK WEST AVE 8,BB,1.345812286,103.7422102,650179,179 BUKIT BATOK WEST AVENUE 8 SINGAPORE 650179
179,LOMPANG RD,BP,1.379846762,103.7650757,670179,179 LOMPANG ROAD SINGAPORE 670179
179,TOA PAYOH CTRL,TP,1.333901,103.8500929,310179,179 TOA PAYOH CENTRAL TOA PAYOH CENTRAL SINGAPORE 310179
179,WOODLANDS ST 13,WL,1.43477628,103.7782168,730179,179 WOODLANDS STREET 13 SINGAPORE 730179
179,YUNG SHENG RD,JW,1.333688668,103.7207475,610179,179 YUNG SHENG ROAD CORPORATION SPRING SINGAPORE 610179
179A,HOUGANG ST 12,HG,1.346625433,103.8885103,531179,179A HOUGANG STREET 12 HOUGANG CITRINE SINGAPORE 531179
179B,HOUGANG ST 12,HG,1.346734123,103.8890674,532179,179B HOUGANG STREET 12 HOUGANG CITRINE SINGAPORE 532179
179C,HOUGANG ST 12,HG,1.346922925,103.8897693,533179,179C HOUGANG STREET 12 HOUGANG CITRINE SINGAPORE 533179
18,BEDOK STH RD,BD,1.320625049,103.9347342,460018,18 BEDOK SOUTH ROAD SINGAPORE 460018
18,CANTONMENT CL,BM,1.273901446,103.8394173,80018,18 CANTONMENT CLOSE CANTONMENT TOWERS SINGAPORE 080018
18,DAKOTA CRES,GL,1.305968629,103.8851991,390018,18 DAKOTA CRESCENT SINGAPORE 390018
18,DOVER CRES,QT,1.308083436,103.7830572,130018,18 DOVER CRESCENT DOVER VILLE SINGAPORE 130018
18,EUNOS CRES,GL,1.323741518,103.9043603,400018,18 EUNOS CRESCENT SINGAPORE 400018
18,GHIM MOH RD,QT,1.310150547,103.7870824,270018,18 GHIM MOH ROAD SINGAPORE 270018
18,HOUGANG AVE 3,HG,1.363216575,103.8919296,530018,18 HOUGANG AVENUE 3 HOUGANG VIEW SINGAPORE 530018
18,JLN SULTAN,KWN,1.303274142,103.862615,190018,18 JALAN SULTAN SINGAPORE 190018
18,JLN TENTERAM,KWN,1.327827687,103.8600807,321018,18 JALAN TENTERAM SINGAPORE 321018
18,JOO SENG RD,TP,1.336849222,103.8811415,360018,18 JOO SENG ROAD JOO SENG HEIGHTS SINGAPORE 360018
18,LOR 7 TOA PAYOH,TP,1.335757237,103.8567896,310018,18 LORONG 7 TOA PAYOH KIM KEAT PALM SINGAPORE 310018
18,MARINE TER,MP,1.303208583,103.9143008,440018,18 MARINE TERRACE MARINE TERRACE BREEZE SINGAPORE 440018
18,MARSILING LANE,WL,1.443417007,103.7778612,730018,18 MARSILING LANE SINGAPORE 730018
18,ST. GEORGE'S RD,KWN,1.324061597,103.8628338,320018,18 SAINT GEORGE'S ROAD SAINT GEORGE'S EAST GARDENS SINGAPORE 320018
18,TAMAN HO SWEE,BM,1.288098683,103.831032,162018,18 TAMAN HO SWEE BUKIT HO SWEE VIEW SINGAPORE 162018
18,TECK WHYE LANE,CCK,1.378297688,103.7540714,680018,18 TECK WHYE LANE TECK WHYE HEIGHTS III SINGAPORE 680018
18,TELOK BLANGAH CRES,BM,1.277909847,103.8225358,90018,18 TELOK BLANGAH CRESCENT MOUNT FABER VIEW SINGAPORE 090018
18,TIONG BAHRU RD,BM,1.285727781,103.8325924,163018,18 TIONG BAHRU ROAD SINGAPORE 163018
18,TOH YI DR,BT,1.339979136,103.7731322,590018,18 TOH YI DRIVE TOH YI GARDENS SINGAPORE 590018
18A,CIRCUIT RD,GL,1.329320824,103.8880717,371018,18A CIRCUIT ROAD MACPHERSON RESIDENCY SINGAPORE 371018
18A,HOLLAND DR,QT,1.311058611,103.7918866,272018,18A HOLLAND DRIVE BUONA VISTA COURT SINGAPORE 272018
18B,CIRCUIT RD,GL,1.329181051,103.8882484,372018,18B CIRCUIT ROAD MACPHERSON RESIDENCY SINGAPORE 372018
18B,HOLLAND DR,QT,1.31101769,103.7914519,273018,18B HOLLAND DRIVE BUONA VISTA COURT SINGAPORE 273018
18C,CIRCUIT RD,GL,1.329296909,103.8887926,373018,18C CIRCUIT ROAD MACPHERSON RESIDENCY SINGAPORE 373018
18C,HOLLAND DR,QT,1.310316292,103.7917389,274018,18C HOLLAND DRIVE BUONA VISTA COURT SINGAPORE 274018
18D,CIRCUIT RD,GL,1.329404348,103.889197,374018,18D CIRCUIT ROAD MACPHERSON RESIDENCY SINGAPORE 374018
18D,HOLLAND DR,QT,1.309983984,103.7926014,275018,18D HOLLAND DRIVE BUONA VISTA COURT SINGAPORE 275018
180,ANG MO KIO AVE 5,AMK,1.376677065,103.838361,560180,180 ANG MO KIO AVENUE 5 KEBUN BARU LINK 2 SINGAPORE 560180
180,BEDOK NTH RD,BD,1.326713488,103.9408922,460180,180 BEDOK NORTH ROAD VISTA 8 SINGAPORE 460180
180,BISHAN ST 13,BH,1.348489892,103.8523928,570180,180 BISHAN STREET 13 SINGAPORE 570180
180,BT BATOK WEST AVE 8,BB,1.345557925,103.742841,650180,180 BUKIT BATOK WEST AVENUE 8 SINGAPORE 650180
180,LOMPANG RD,BP,1.378853657,103.7647756,670180,180 LOMPANG ROAD SINGAPORE 670180
180,PASIR RIS ST 11,PRC,1.364083804,103.9602495,510180,180 PASIR RIS STREET 11 SINGAPORE 510180
180,YUNG SHENG RD,JW,1.333691422,103.7212664,610180,180 YUNG SHENG ROAD CORPORATION SPRING SINGAPORE 610180
180A,BOON LAY DR,JW,1.347617698,103.7086439,641180,180A BOON LAY DRIVE BOON LAY MEADOW SINGAPORE 641180
180A,MARSILING RD,WL,1.439043209,103.7781097,731180,180A MARSILING ROAD MARSILING HEIGHTS SINGAPORE 731180
180A,RIVERVALE CRES,SK,1.390259097,103.9096249,541180,180A RIVERVALE CRESCENT RIVERVALE ARC SINGAPORE 541180
180B,BOON LAY DR,JW,1.347835999,103.7090708,642180,180B BOON LAY DRIVE BOON LAY MEADOW SINGAPORE 642180
180B,MARSILING RD,WL,1.439056598,103.7783498,732180,180B MARSILING ROAD MARSILING HEIGHTS SINGAPORE 732180
180B,RIVERVALE CRES,SK,1.389947187,103.9094499,542180,180B RIVERVALE CRESCENT RIVERVALE ARC SINGAPORE 542180
180C,BOON LAY DR,JW,1.348429168,103.7087206,643180,180C BOON LAY DRIVE BOON LAY MEADOW SINGAPORE 643180
180C,MARSILING RD,WL,1.439560714,103.7785878,733180,180C MARSILING ROAD MARSILING HEIGHTS SINGAPORE 733180
180C,RIVERVALE CRES,SK,1.389491502,103.9096604,543180,180C RIVERVALE CRESCENT RIVERVALE ARC SINGAPORE 543180
180D,RIVERVALE CRES,SK,1.389358495,103.9103981,544180,180D RIVERVALE CRESCENT RIVERVALE ARC SINGAPORE 544180
181,ANG MO KIO AVE 5,AMK,1.376793099,103.8371422,560181,181 ANG MO KIO AVENUE 5 KEBUN BARU LINK 2 SINGAPORE 560181
181,BEDOK NTH RD,BD,1.326686013,103.941272,460181,181 BEDOK NORTH ROAD VISTA 8 SINGAPORE 460181
181,BISHAN ST 13,BH,1.349138096,103.8528785,570181,181 BISHAN STREET 13 SINGAPORE 570181
181,BT BATOK WEST AVE 8,BB,1.345659325,103.7434116,650181,181 BUKIT BATOK WEST AVENUE 8 SINGAPORE 650181
181,EDGEFIELD PLAINS,PG,1.399144305,103.9089833,820181,181 EDGEFIELD PLAINS SINGAPORE 820181
181,JELEBU RD,BP,1.379257887,103.7629971,670181,181 JELEBU ROAD SINGAPORE 670181
181,PASIR RIS ST 11,PRC,1.364397543,103.9605721,510181,181 PASIR RIS STREET 11 SINGAPORE 510181
181,STIRLING RD,QT,1.294382132,103.8055602,140181,181 STIRLING ROAD STIRLING RISE SINGAPORE 140181
181,YUNG SHENG RD,JW,1.333692066,103.7219349,610181,181 YUNG SHENG ROAD CORPORATION SPRING SINGAPORE 610181
181A,BOON LAY DR,JW,1.348490838,103.7080973,641181,181A BOON LAY DRIVE BOON LAY MEADOW SINGAPORE 641181
181B,BOON LAY DR,JW,1.348793505,103.7084177,642181,181B BOON LAY DRIVE BOON LAY MEADOW SINGAPORE 642181
182,ANG MO KIO AVE 5,AMK,1.377339085,103.8364724,560182,182 ANG MO KIO AVENUE 5 KEBUN BARU LINK 2 SINGAPORE 560182
182,BEDOK NTH RD,BD,1.326869941,103.9418328,460182,182 BEDOK NORTH ROAD VISTA 8 SINGAPORE 460182
182,BISHAN ST 13,BH,1.350205825,103.8530492,570182,182 BISHAN STREET 13 SINGAPORE 570182
182,BT BATOK WEST AVE 8,BB,1.345564022,103.7438215,650182,182 BUKIT BATOK WEST AVENUE 8 SINGAPORE 650182
182,EDGEFIELD PLAINS,PG,1.398921796,103.9093113,820182,182 EDGEFIELD PLAINS SINGAPORE 820182
182,JELEBU RD,BP,1.37984404,103.7634092,670182,182 JELEBU ROAD SINGAPORE 670182
182,PASIR RIS ST 11,PRC,1.36463199,103.9610018,510182,182 PASIR RIS STREET 11 SINGAPORE 510182
182,RIVERVALE CRES,SK,1.39047127,103.9092158,540182,182 RIVERVALE CRESCENT RIVERVALE ARC SINGAPORE 540182
182,STIRLING RD,QT,1.295382633,103.8049624,140182,182 STIRLING ROAD STIRLING RISE SINGAPORE 140182
182,YUNG SHENG RD,JW,1.333691295,103.7225032,610182,182 YUNG SHENG ROAD CORPORATION SPRING SINGAPORE 610182
182A,WOODLANDS ST 13,WL,1.435696542,103.7755158,731182,182A WOODLANDS STREET 13 MARSILING GREENVIEW SINGAPORE 731182
182B,WOODLANDS ST 13,WL,1.43540518,103.77636,732182,182B WOODLANDS STREET 13 MARSILING GREENVIEW SINGAPORE 732182
183,BEDOK NTH RD,BD,1.32643686,103.9418509,460183,183 BEDOK NORTH ROAD VISTA 8 SINGAPORE 460183
183,BISHAN ST 13,BH,1.350458535,103.8524762,570183,183 BISHAN STREET 13 SINGAPORE 570183
183,BT BATOK WEST AVE 8,BB,1.346326381,103.7433778,650183,183 BUKIT BATOK WEST AVENUE 8 SINGAPORE 650183
183,EDGEFIELD PLAINS,PG,1.398810031,103.9098456,820183,183 EDGEFIELD PLAINS SINGAPORE 820183
183,JELEBU RD,BP,1.379963836,103.7630483,670183,183 JELEBU ROAD SINGAPORE 670183
183,PASIR RIS ST 11,PRC,1.364938282,103.9606124,510183,183 PASIR RIS STREET 11 SINGAPORE 510183
183,STIRLING RD,QT,1.295687406,103.8048623,140183,183 STIRLING ROAD STIRLING RISE SINGAPORE 140183
183,TOA PAYOH CTRL,TP,1.333355962,103.8488657,310183,183 TOA PAYOH CENTRAL TOA PAYOH CENTRAL SINGAPORE 310183
183,YUNG SHENG RD,JW,1.333239677,103.7226839,610183,183 YUNG SHENG ROAD CORPORATION SPRING SINGAPORE 610183
183A,BOON LAY AVE,JW,1.348617948,103.7097377,641183,183A BOON LAY AVENUE BOON LAY GROVE SINGAPORE 641183
183A,RIVERVALE CRES,SK,1.391641062,103.907924,541183,183A RIVERVALE CRESCENT SINGAPORE 541183
183A,WOODLANDS ST 13,WL,1.435415506,103.7774071,731183,183A WOODLANDS STREET 13 MARSILING GREENVIEW SINGAPORE 731183
183B,BOON LAY AVE,JW,1.348326131,103.7096901,642183,183B BOON LAY AVENUE BOON LAY GROVE SINGAPORE 642183
183B,RIVERVALE CRES,SK,1.391306246,103.9083297,542183,183B RIVERVALE CRESCENT SINGAPORE 542183
183B,WOODLANDS ST 13,WL,1.435118808,103.7771428,732183,183B WOODLANDS STREET 13 MARSILING GREENVIEW SINGAPORE 732183
183C,BOON LAY AVE,JW,1.348656806,103.7090974,643183,183C BOON LAY AVENUE BOON LAY GROVE SINGAPORE 643183
183C,RIVERVALE CRES,SK,1.390948423,103.9086124,543183,183C RIVERVALE CRESCENT SINGAPORE 543183
183C,WOODLANDS ST 13,WL,1.43465688,103.7767268,733183,183C WOODLANDS STREET 13 MARSILING GREENVIEW SINGAPORE 733183
183D,BOON LAY AVE,JW,1.349092894,103.7090415,644183,183D BOON LAY AVENUE BOON LAY GROVE SINGAPORE 644183
183D,RIVERVALE CRES,SK,1.391450411,103.9087431,544183,183D RIVERVALE CRESCENT SINGAPORE 544183
184,BISHAN ST 13,BH,1.350067123,103.852535,570184,184 BISHAN STREET 13 SINGAPORE 570184
184,BT BATOK WEST AVE 8,BB,1.346237747,103.7438242,650184,184 BUKIT BATOK WEST AVENUE 8 SINGAPORE 650184
184,EDGEFIELD PLAINS,PG,1.398515832,103.9101406,820184,184 EDGEFIELD PLAINS SINGAPORE 820184
184,JELEBU RD,BP,1.379710958,103.7624401,670184,184 JELEBU ROAD SINGAPORE 670184
184,PASIR RIS ST 11,PRC,1.365232514,103.9602833,510184,184 PASIR RIS STREET 11 SINGAPORE 510184
184,STIRLING RD,QT,1.295609547,103.8044729,140184,184 STIRLING ROAD STIRLING RISE SINGAPORE 140184
184,TOA PAYOH CTRL,TP,1.332590009,103.8496777,310184,184 TOA PAYOH CENTRAL TOA PAYOH CENTRAL SINGAPORE 310184
184,YUNG SHENG RD,JW,1.333321401,103.7222886,610184,184 YUNG SHENG ROAD CORPORATION SPRING SINGAPORE 610184
184A,RIVERVALE CRES,SK,1.392125752,103.907508,541184,184A RIVERVALE CRESCENT SINGAPORE 541184
184A,WOODLANDS ST 13,WL,1.436115699,103.7770874,731184,184A WOODLANDS STREET 13 MARSILING GREENVIEW SINGAPORE 731184
184B,RIVERVALE CRES,SK,1.392483575,103.9072254,542184,184B RIVERVALE CRESCENT SINGAPORE 542184
184C,RIVERVALE CRES,SK,1.3926658,103.9077167,543184,184C RIVERVALE CRESCENT SINGAPORE 543184
185,BEDOK NTH RD,BD,1.326237253,103.9408276,460185,185 BEDOK NORTH ROAD VISTA 8 SINGAPORE 460185
185,BISHAN ST 13,BH,1.349762019,103.8524727,570185,185 BISHAN STREET 13 SINGAPORE 570185
185,BOON LAY AVE,JW,1.346405382,103.7107771,640185,185 BOON LAY AVENUE BOON LAY VISTA SINGAPORE 640185
185,BT BATOK WEST AVE 6,BB,1.347036728,103.7449775,650185,185 BUKIT BATOK WEST AVENUE 6 FEI YUE FAMILY SERVICE CENTRE (BUKIT BATOK) SINGAPORE 650185
185,EDGEFIELD PLAINS,PG,1.398068147,103.9101669,820185,185 EDGEFIELD PLAINS SINGAPORE 820185
185,JELEBU RD,BP,1.379355256,103.7622965,670185,185 JELEBU ROAD SINGAPORE 670185
185,PASIR RIS ST 11,PRC,1.365613501,103.9600441,510185,185 PASIR RIS STREET 11 SINGAPORE 510185
423,FAJAR RD,BP,1.385396994,103.7692111,670423,423 FAJAR ROAD SINGAPORE 670423
185,TOA PAYOH CTRL,TP,1.332727959,103.8499942,310185,185 TOA PAYOH CENTRAL TOA PAYOH CENTRAL SINGAPORE 310185
185A,RIVERVALE CRES,SK,1.393322372,103.9071162,541185,185A RIVERVALE CRESCENT RIVERVALE GATEWAY SINGAPORE 541185
185A,WOODLANDS ST 13,WL,1.436235671,103.775466,731185,185A WOODLANDS STREET 13 MARSILING GREENVIEW SINGAPORE 731185
185B,RIVERVALE CRES,SK,1.392888073,103.9069208,542185,185B RIVERVALE CRESCENT RIVERVALE GATEWAY SINGAPORE 542185
185B,WOODLANDS ST 13,WL,1.435856504,103.7762941,732185,185B WOODLANDS STREET 13 MARSILING GREENVIEW SINGAPORE 732185
185C,RIVERVALE CRES,SK,1.393173695,103.9064944,543185,185C RIVERVALE CRESCENT RIVERVALE GATEWAY SINGAPORE 543185
185C,WOODLANDS ST 13,WL,1.435885039,103.7765983,733185,185C WOODLANDS STREET 13 MARSILING GREENVIEW SINGAPORE 733185
185D,RIVERVALE CRES,SK,1.393866998,103.9063512,544185,185D RIVERVALE CRESCENT RIVERVALE GATEWAY SINGAPORE 544185
186,BISHAN ST 13,BH,1.349345586,103.8525788,570186,186 BISHAN STREET 13 SINGAPORE 570186
186,BOON LAY AVE,JW,1.345727283,103.7110274,640186,186 BOON LAY AVENUE SINGAPORE 640186
186,BT BATOK WEST AVE 6,BB,1.346580767,103.7440854,650186,186 BUKIT BATOK WEST AVENUE 6 WEST VIEW @ BUKIT BATOK SINGAPORE 650186
186,PASIR RIS ST 11,PRC,1.365130641,103.9594331,510186,186 PASIR RIS STREET 11 SINGAPORE 510186
186,PUNGGOL CTRL,PG,1.398563328,103.9111,820186,186 PUNGGOL CENTRAL SINGAPORE 820186
186,TOA PAYOH CTRL,TP,1.332653953,103.8502116,310186,186 TOA PAYOH CENTRAL TOA PAYOH CENTRAL SINGAPORE 310186
186A,BEDOK NTH ST 4,BD,1.329914274,103.9403105,461186,186A BEDOK NORTH STREET 4 FENGSHAN GREENVILLE SINGAPORE 461186
186A,RIVERVALE DR,SK,1.393009778,103.9056495,541186,186A RIVERVALE DRIVE RIVERVALE GATEWAY SINGAPORE 541186
186B,BEDOK NTH ST 4,BD,1.330037362,103.9408422,462186,186B BEDOK NORTH STREET 4 FENGSHAN GREENVILLE SINGAPORE 462186
186B,RIVERVALE DR,SK,1.392800098,103.9056101,542186,186B RIVERVALE DRIVE RIVERVALE GATEWAY SINGAPORE 542186
186C,RIVERVALE DR,SK,1.392863455,103.9050704,543186,186C RIVERVALE DRIVE RIVERVALE GATEWAY SINGAPORE 543186
186D,RIVERVALE DR,SK,1.393429316,103.9054421,544186,186D RIVERVALE DRIVE RIVERVALE GATEWAY SINGAPORE 544186
187,BISHAN ST 13,BH,1.349550949,103.851544,570187,187 BISHAN STREET 13 SINGAPORE 570187
187,BOON LAY AVE,JW,1.345057736,103.7106998,640187,187 BOON LAY AVENUE BOON LAY VISTA SINGAPORE 640187
187,BT BATOK WEST AVE 6,BB,1.346513441,103.7446144,650187,187 BUKIT BATOK WEST AVENUE 6 WEST VIEW @ BUKIT BATOK SINGAPORE 650187
187,PASIR RIS ST 11,PRC,1.364785622,103.9592925,510187,187 PASIR RIS STREET 11 SINGAPORE 510187
187,PUNGGOL CTRL,PG,1.398752034,103.9108807,820187,187 PUNGGOL CENTRAL SINGAPORE 820187
187A,BEDOK NTH ST 4,BD,1.330870947,103.9402108,461187,187A BEDOK NORTH STREET 4 FENGSHAN GREENVILLE SINGAPORE 461187
187A,MARSILING RD,WL,1.436730167,103.7749559,731187,187A MARSILING ROAD MARSILING GROVE SINGAPORE 731187
187A,RIVERVALE DR,SK,1.393803927,103.9058103,541187,187A RIVERVALE DRIVE RIVERVALE GATEWAY SINGAPORE 541187
187B,BEDOK NTH ST 4,BD,1.330381466,103.9400884,462187,187B BEDOK NORTH STREET 4 FENGSHAN GREENVILLE SINGAPORE 462187
187B,RIVERVALE DR,SK,1.394297907,103.9058476,542187,187B RIVERVALE DRIVE PCF SPARKLETOTS PRESCHOOL @ PUNGGOL EAST BLK 187B (KN) SINGAPORE 542187
188,BISHAN ST 13,BH,1.349922085,103.8517541,570188,188 BISHAN STREET 13 SINGAPORE 570188
188,BOON LAY DR,JW,1.343810091,103.7109905,640188,188 BOON LAY DRIVE BOON LAY VISTA SINGAPORE 640188
188,BT BATOK WEST AVE 6,BB,1.346000533,103.7458346,650188,188 BUKIT BATOK WEST AVENUE 6 HDB PUBLIC SHELTERS SINGAPORE 650188
188,PASIR RIS ST 12,PRC,1.365298121,103.9591602,510188,188 PASIR RIS STREET 12 SINGAPORE 510188
188,PUNGGOL CTRL,PG,1.398938692,103.9105385,820188,188 PUNGGOL CENTRAL SINGAPORE 820188
188A,BEDOK NTH ST 4,BD,1.331633531,103.9413713,461188,188A BEDOK NORTH STREET 4 FENGSHAN GREENVILLE SINGAPORE 461188
188A,MARSILING RD,WL,1.438222435,103.774056,731188,188A MARSILING ROAD MARSILING GROVE SINGAPORE 731188
188A,RIVERVALE DR,SK,1.394282609,103.905325,541188,188A RIVERVALE DRIVE RIVERVALE GATEWAY SINGAPORE 541188
188B,BEDOK NTH ST 4,BD,1.331962497,103.9414676,462188,188B BEDOK NORTH STREET 4 FENGSHAN GREENVILLE SINGAPORE 462188
188B,MARSILING RD,WL,1.437706296,103.7741852,732188,188B MARSILING ROAD MARSILING GROVE SINGAPORE 732188
188B,RIVERVALE DR,SK,1.394540687,103.905459,542188,188B RIVERVALE DRIVE RIVERVALE GATEWAY SINGAPORE 542188
188C,BEDOK NTH ST 4,BD,1.33180346,103.9407859,463188,188C BEDOK NORTH STREET 4 FENGSHAN GREENVILLE SINGAPORE 463188
188C,RIVERVALE DR,SK,1.395221627,103.9048086,543188,188C RIVERVALE DRIVE RIVERVALE GATEWAY SINGAPORE 543188
188D,BEDOK NTH ST 4,BD,1.331684204,103.9404931,464188,188D BEDOK NORTH STREET 4 FENGSHAN GREENVILLE SINGAPORE 464188
188D,RIVERVALE DR,SK,1.394952997,103.9040086,544188,188D RIVERVALE DRIVE RIVERVALE GATEWAY SINGAPORE 544188
189,BISHAN ST 13,BH,1.350222546,103.8518335,570189,189 BISHAN STREET 13 SINGAPORE 570189
189,BOON LAY DR,JW,1.344426686,103.7114628,640189,189 BOON LAY DRIVE BOON LAY VISTA SINGAPORE 640189
189,BT BATOK WEST AVE 6,BB,1.345795732,103.7463401,650189,189 BUKIT BATOK WEST AVENUE 6 WEST VIEW @ BUKIT BATOK SINGAPORE 650189
189,PASIR RIS ST 12,PRC,1.365589371,103.959037,510189,189 PASIR RIS STREET 12 SINGAPORE 510189
189A,MARSILING RD,WL,1.437301054,103.7740422,731189,189A MARSILING ROAD MARSILING GROVE SINGAPORE 731189
189A,RIVERVALE DR,SK,1.395561208,103.9040217,541189,189A RIVERVALE DRIVE RIVERVALE GATEWAY SINGAPORE 541189
189B,MARSILING RD,WL,1.436771605,103.7740524,732189,189B MARSILING ROAD MARSILING GROVE SINGAPORE 732189
189B,RIVERVALE DR,SK,1.395795687,103.9036303,542189,189B RIVERVALE DRIVE RIVERVALE GATEWAY SINGAPORE 542189
189C,RIVERVALE DR,SK,1.395401884,103.9033976,543189,189C RIVERVALE DRIVE RIVERVALE GATEWAY SINGAPORE 543189
19,BALAM RD,GL,1.331423626,103.8874103,370019,19 BALAM ROAD BALAM GARDENS SINGAPORE 370019
19,BEDOK STH RD,BD,1.319756647,103.9342743,460019,19 BEDOK SOUTH ROAD SINGAPORE 460019
19,CANTONMENT CL,BM,1.273883542,103.8390033,080019,19 CANTONMENT CLOSE CANTONMENT TOWERS SINGAPORE 080019
19,CHAI CHEE RD,BD,1.32723389,103.9222175,461019,19 CHAI CHEE ROAD PING YI GARDENS SINGAPORE 461019
19,DOVER CRES,QT,1.307835871,103.7836359,130019,19 DOVER CRESCENT DOVER VILLE SINGAPORE 130019
19,EUNOS CRES,GL,1.32427584,103.9032055,400019,19 EUNOS CRESCENT EUNOS CRESCENT VIEW SINGAPORE 400019
19,GHIM MOH RD,QT,1.311438523,103.7882989,270019,19 GHIM MOH ROAD SINGAPORE 270019
19,HOUGANG AVE 3,HG,1.363789616,103.8918133,530019,19 HOUGANG AVENUE 3 HOUGANG VIEW SINGAPORE 530019
19,JLN MEMBINA,BM,1.285570416,103.8262762,163019,19 JALAN MEMBINA SINGAPORE 163019
19,JLN SULTAN,KWN,1.303707701,103.8623445,190019,19 JALAN SULTAN SINGAPORE 190019
19,JLN TENTERAM,KWN,1.327607041,103.8598605,321019,19 JALAN TENTERAM SINGAPORE 321019
19,JOO SENG RD,TP,1.334646362,103.8809946,360019,19 JOO SENG ROAD SINGAPORE 360019
19,LIM LIAK ST,BM,1.285493784,103.8326,161019,19 LIM LIAK STREET SINGAPORE 161019
19,MARSILING LANE,WL,1.443282043,103.7772942,730019,19 MARSILING LANE SINGAPORE 730019
19,MARINE TER,MP,1.304522102,103.915054,440019,19 MARINE TERRACE MARINE TERRACE BREEZE SINGAPORE 440019
19,QUEEN'S CL,QT,1.292382728,103.8001963,140019,19 QUEEN'S CLOSE SINGAPORE 140019
19,ST. GEORGE'S RD,KWN,1.324445542,103.8626105,320019,19 SAINT GEORGE'S ROAD SAINT GEORGE'S EAST GARDENS SINGAPORE 320019
19,TECK WHYE LANE,CCK,1.379394294,103.7529494,680019,19 TECK WHYE LANE PCF SPARKLETOTS PRESCHOOL @ CHUA CHU KANG 19 (CC) SINGAPORE 680019
19,TELOK BLANGAH CRES,BM,1.277462788,103.822653,090019,19 TELOK BLANGAH CRESCENT MOUNT FABER VIEW SINGAPORE 090019
19,TOH YI DR,BT,1.339962696,103.7738977,590019,19 TOH YI DRIVE TOH YI GARDENS SINGAPORE 590019
19,UPP BOON KENG RD,KWN,1.315066644,103.8735697,380019,19 UPPER BOON KENG ROAD SINGAPORE 380019
190,BISHAN ST 13,BH,1.350554927,103.8520445,570190,190 BISHAN STREET 13 SINGAPORE 570190
190,BOON LAY DR,JW,1.345076762,103.7118504,640190,190 BOON LAY DRIVE BOON LAY VISTA SINGAPORE 640190
190,BT BATOK WEST AVE 6,BB,1.34538562,103.7460455,650190,190 BUKIT BATOK WEST AVENUE 6 WEST VIEW @ BUKIT BATOK SINGAPORE 650190
190,PASIR RIS ST 12,PRC,1.365524793,103.9586573,510190,190 PASIR RIS STREET 12 SINGAPORE 510190
190,PUNGGOL CTRL,PG,1.39924142,103.9100543,820190,190 PUNGGOL CENTRAL SINGAPORE 820190
190A,RIVERVALE DR,SK,1.39508286,103.9027744,541190,190A RIVERVALE DRIVE RIVERVALE GATEWAY SINGAPORE 541190
